GenerationFileの情報,エージェントID,発生時刻1,発生時刻2,到着時刻1,到着時刻2,移動時間1,移動時間2
TIMEEVERY SEAT_1F_RR22 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00865,18:00:00,0,18:04:25,265,00:04:25,265
TIMEEVERY SEAT_1F_RL08 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00288,18:00:00,0,18:04:25,265,00:04:25,265
TIMEEVERY SEAT_1F_RL20 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00780,18:00:00,0,18:04:26,266,00:04:26,266
TIMEEVERY SEAT_1F_CL19 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00723,18:00:00,0,18:04:26,266,00:04:26,266
TIMEEVERY SEAT_1F_LR18 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00671,18:00:00,0,18:04:27,267,00:04:27,267
TIMEEVERY SEAT_1F_LR10 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00344,18:00:00,0,18:04:27,267,00:04:27,267
TIMEEVERY SEAT_1F_CR14 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00521,18:00:00,0,18:04:27,267,00:04:27,267
TIMEEVERY SEAT_1F_RR11 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00413,18:00:00,0,18:04:28,268,00:04:28,268
TIMEEVERY SEAT_1F_CL08 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00269,18:00:00,0,18:04:28,268,00:04:28,268
TIMEEVERY SEAT_1F_RL20 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00777,18:00:00,0,18:04:28,268,00:04:28,268
TIMEEVERY SEAT_1F_CR13 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00479,18:00:00,0,18:04:29,269,00:04:29,269
TIMEEVERY SEAT_1F_LR18 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00669,18:00:00,0,18:04:29,269,00:04:29,269
TIMEEVERY SEAT_1F_CL16 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00591,18:00:00,0,18:04:29,269,00:04:29,269
TIMEEVERY SEAT_1F_CR18 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00683,18:00:00,0,18:04:30,270,00:04:30,270
TIMEEVERY SEAT_1F_CL10 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00352,18:00:00,0,18:04:30,270,00:04:30,270
TIMEEVERY SEAT_1F_CR15 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00561,18:00:00,0,18:04:30,270,00:04:30,270
TIMEEVERY SEAT_1F_CR16 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00605,18:00:00,0,18:04:31,271,00:04:31,271
TIMEEVERY SEAT_1F_CL08 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00273,18:00:00,0,18:04:31,271,00:04:31,271
TIMEEVERY SEAT_1F_CL17 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00638,18:00:00,0,18:04:32,272,00:04:32,272
TIMEEVERY SEAT_1F_RR22 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00864,18:00:00,0,18:04:32,272,00:04:32,272
TIMEEVERY SEAT_1F_RR02 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00063,18:00:00,0,18:04:32,272,00:04:32,272
TIMEEVERY SEAT_1F_CL09 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00311,18:00:00,0,18:04:32,272,00:04:32,272
TIMEEVERY SEAT_1F_RL08 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00289,18:00:00,0,18:04:33,273,00:04:33,273
TIMEEVERY SEAT_1F_CL16 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00594,18:00:00,0,18:04:33,273,00:04:33,273
TIMEEVERY SEAT_1F_CL17 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00640,18:00:00,0,18:04:34,274,00:04:34,274
TIMEEVERY SEAT_1F_RR21 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00826,18:00:00,0,18:04:34,274,00:04:34,274
TIMEEVERY SEAT_1F_LR10 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00347,18:00:00,0,18:04:34,274,00:04:34,274
TIMEEVERY SEAT_1F_CR14 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00525,18:00:00,0,18:04:34,274,00:04:34,274
TIMEEVERY SEAT_1F_LL22 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00833,18:00:00,0,18:04:35,275,00:04:35,275
TIMEEVERY SEAT_1F_CR15 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00559,18:00:00,0,18:04:35,275,00:04:35,275
TIMEEVERY SEAT_1F_CL06 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00196,18:00:00,0,18:04:36,276,00:04:36,276
TIMEEVERY SEAT_1F_CR17 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00644,18:00:00,0,18:04:36,276,00:04:36,276
TIMEEVERY SEAT_1F_CL16 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00592,18:00:00,0,18:04:36,276,00:04:36,276
TIMEEVERY SEAT_1F_CR15 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00566,18:00:00,0,18:04:36,276,00:04:36,276
TIMEEVERY SEAT_1F_CR07 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00247,18:00:00,0,18:04:37,277,00:04:37,277
TIMEEVERY SEAT_1F_LL12 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00421,18:00:00,0,18:04:37,277,00:04:37,277
TIMEEVERY SEAT_1F_LL01 18:00:00 18:00:00 1 1 3 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00000,18:00:00,0,18:04:38,278,00:04:38,278
TIMEEVERY SEAT_1F_RL20 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00779,18:00:00,0,18:04:38,278,00:04:38,278
TIMEEVERY SEAT_1F_CR20 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00768,18:00:00,0,18:04:38,278,00:04:38,278
TIMEEVERY SEAT_1F_LL19 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00706,18:00:00,0,18:04:38,278,00:04:38,278
TIMEEVERY SEAT_1F_LL11 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00380,18:00:00,0,18:04:39,279,00:04:39,279
TIMEEVERY SEAT_1F_CR14 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00527,18:00:00,0,18:04:39,279,00:04:39,279
TIMEEVERY SEAT_1F_LR18 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00668,18:00:00,0,18:04:40,280,00:04:40,280
TIMEEVERY SEAT_1F_CR18 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00687,18:00:00,0,18:04:40,280,00:04:40,280
TIMEEVERY SEAT_1F_CL16 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00596,18:00:00,0,18:04:40,280,00:04:40,280
TIMEEVERY SEAT_1F_RL07 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00248,18:00:00,0,18:04:41,281,00:04:41,281
TIMEEVERY SEAT_1F_RR21 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00825,18:00:00,0,18:04:41,281,00:04:41,281
TIMEEVERY SEAT_1F_CL09 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00313,18:00:00,0,18:04:41,281,00:04:41,281
TIMEEVERY SEAT_1F_CL18 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00679,18:00:00,0,18:04:42,282,00:04:42,282
TIMEEVERY SEAT_1F_RL20 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00778,18:00:00,0,18:04:42,282,00:04:42,282
TIMEEVERY SEAT_1F_LR05 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00145,18:00:00,0,18:04:43,283,00:04:43,283
TIMEEVERY SEAT_1F_LR05 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00146,18:00:00,0,18:04:43,283,00:04:43,283
TIMEEVERY SEAT_1F_CR13 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00478,18:00:00,0,18:04:43,283,00:04:43,283
TIMEEVERY SEAT_1F_CR17 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00643,18:00:00,0,18:04:43,283,00:04:43,283
TIMEEVERY SEAT_1F_LL20 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00749,18:00:00,0,18:04:44,284,00:04:44,284
TIMEEVERY SEAT_1F_CR14 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00520,18:00:00,0,18:04:44,284,00:04:44,284
TIMEEVERY SEAT_1F_CL06 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00197,18:00:00,0,18:04:45,285,00:04:45,285
TIMEEVERY SEAT_1F_LR18 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00670,18:00:00,0,18:04:45,285,00:04:45,285
TIMEEVERY SEAT_1F_RL22 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00861,18:00:00,0,18:04:45,285,00:04:45,285
TIMEEVERY SEAT_1F_RL20 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00781,18:00:00,0,18:04:45,285,00:04:45,285
TIMEEVERY SEAT_1F_RL21 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00822,18:00:00,0,18:04:46,286,00:04:46,286
TIMEEVERY SEAT_1F_CL09 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00317,18:00:00,0,18:04:46,286,00:04:46,286
TIMEEVERY SEAT_1F_RL06 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00209,18:00:00,0,18:04:47,287,00:04:47,287
TIMEEVERY SEAT_1F_CR17 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00642,18:00:00,0,18:04:47,287,00:04:47,287
TIMEEVERY SEAT_1F_CL08 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00275,18:00:00,0,18:04:47,287,00:04:47,287
TIMEEVERY SEAT_1F_LL19 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00709,18:00:00,0,18:04:47,287,00:04:47,287
TIMEEVERY SEAT_1F_CR18 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00684,18:00:00,0,18:04:48,288,00:04:48,288
TIMEEVERY SEAT_1F_CL16 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00590,18:00:00,0,18:04:48,288,00:04:48,288
TIMEEVERY SEAT_1F_RL22 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00860,18:00:00,0,18:04:49,289,00:04:49,289
TIMEEVERY SEAT_1F_CL16 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00597,18:00:00,0,18:04:49,289,00:04:49,289
TIMEEVERY SEAT_1F_LR04 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00109,18:00:00,0,18:04:49,289,00:04:49,289
TIMEEVERY SEAT_1F_CR15 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00562,18:00:00,0,18:04:49,289,00:04:49,289
TIMEEVERY SEAT_1F_CR07 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00243,18:00:00,0,18:04:50,290,00:04:50,290
TIMEEVERY SEAT_1F_LL20 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00750,18:00:00,0,18:04:50,290,00:04:50,290
TIMEEVERY SEAT_1F_RL21 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00819,18:00:00,0,18:04:51,291,00:04:51,291
TIMEEVERY SEAT_1F_LR11 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00385,18:00:00,0,18:04:51,291,00:04:51,291
TIMEEVERY SEAT_1F_CL09 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00315,18:00:00,0,18:04:51,291,00:04:51,291
TIMEEVERY SEAT_1F_RR05 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00175,18:00:00,0,18:04:52,292,00:04:52,292
TIMEEVERY SEAT_1F_CL17 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00635,18:00:00,0,18:04:52,292,00:04:52,292
TIMEEVERY SEAT_1F_CR19 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00725,18:00:00,0,18:04:52,292,00:04:52,292
TIMEEVERY SEAT_1F_CR18 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00692,18:00:00,0,18:04:53,293,00:04:53,293
TIMEEVERY SEAT_1F_LL03 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00068,18:00:00,0,18:04:53,293,00:04:53,293
TIMEEVERY SEAT_1F_LL19 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00707,18:00:00,0,18:04:53,293,00:04:53,293
TIMEEVERY SEAT_1F_LL12 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00419,18:00:00,0,18:04:54,294,00:04:54,294
TIMEEVERY SEAT_1F_CR17 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00647,18:00:00,0,18:04:54,294,00:04:54,294
TIMEEVERY SEAT_1F_CR15 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00558,18:00:00,0,18:04:54,294,00:04:54,294
TIMEEVERY SEAT_1F_RL22 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00859,18:00:00,0,18:04:55,295,00:04:55,295
TIMEEVERY SEAT_1F_LL21 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00792,18:00:00,0,18:04:55,295,00:04:55,295
TIMEEVERY SEAT_1F_CL11 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00392,18:00:00,0,18:04:56,296,00:04:56,296
TIMEEVERY SEAT_1F_RL22 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00863,18:00:00,0,18:04:56,296,00:04:56,296
TIMEEVERY SEAT_1F_CL16 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00593,18:00:00,0,18:04:56,296,00:04:56,296
TIMEEVERY SEAT_1F_CR14 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00522,18:00:00,0,18:04:56,296,00:04:56,296
TIMEEVERY SEAT_1F_LR11 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00386,18:00:00,0,18:04:57,297,00:04:57,297
TIMEEVERY SEAT_1F_RR09 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00333,18:00:00,0,18:04:57,297,00:04:57,297
TIMEEVERY SEAT_1F_CR21 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00818,18:00:00,0,18:04:58,298,00:04:58,298
TIMEEVERY SEAT_1F_CR13 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00481,18:00:00,0,18:04:58,298,00:04:58,298
TIMEEVERY SEAT_1F_CL12 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00437,18:00:00,0,18:04:58,298,00:04:58,298
TIMEEVERY SEAT_1F_CL20 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00759,18:00:00,0,18:04:58,298,00:04:58,298
TIMEEVERY SEAT_1F_CR18 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00688,18:00:00,0,18:04:59,299,00:04:59,299
TIMEEVERY SEAT_1F_LR19 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00714,18:00:00,0,18:04:59,299,00:04:59,299
TIMEEVERY SEAT_1F_LR05 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00147,18:00:00,0,18:05:00,300,00:05:00,300
TIMEEVERY SEAT_1F_CR13 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00484,18:00:00,0,18:05:00,300,00:05:00,300
TIMEEVERY SEAT_1F_RL08 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00290,18:00:00,0,18:05:00,300,00:05:00,300
TIMEEVERY SEAT_1F_LL20 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00748,18:00:00,0,18:05:00,300,00:05:00,300
TIMEEVERY SEAT_1F_CL17 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00639,18:00:00,0,18:05:01,301,00:05:01,301
TIMEEVERY SEAT_1F_RL21 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00821,18:00:00,0,18:05:01,301,00:05:01,301
TIMEEVERY SEAT_1F_CR21 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00817,18:00:00,0,18:05:02,302,00:05:02,302
TIMEEVERY SEAT_1F_CL05 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00151,18:00:00,0,18:05:02,302,00:05:02,302
TIMEEVERY SEAT_1F_CL18 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00674,18:00:00,0,18:05:02,302,00:05:02,302
TIMEEVERY SEAT_1F_CR08 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00280,18:00:00,0,18:05:02,302,00:05:02,302
TIMEEVERY SEAT_1F_LR12 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00425,18:00:00,0,18:05:03,303,00:05:03,303
TIMEEVERY SEAT_1F_RR12 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00457,18:00:00,0,18:05:03,303,00:05:03,303
TIMEEVERY SEAT_1F_RL06 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00208,18:00:00,0,18:05:04,304,00:05:04,304
TIMEEVERY SEAT_1F_CL09 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00312,18:00:00,0,18:05:04,304,00:05:04,304
TIMEEVERY SEAT_1F_LR19 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00713,18:00:00,0,18:05:04,304,00:05:04,304
TIMEEVERY SEAT_1F_LR11 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00387,18:00:00,0,18:05:05,305,00:05:05,305
TIMEEVERY SEAT_1F_RL21 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00820,18:00:00,0,18:05:05,305,00:05:05,305
TIMEEVERY SEAT_1F_CR15 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00565,18:00:00,0,18:05:05,305,00:05:05,305
TIMEEVERY SEAT_1F_LL22 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00831,18:00:00,0,18:05:06,306,00:05:06,306
TIMEEVERY SEAT_1F_CR15 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00563,18:00:00,0,18:05:06,306,00:05:06,306
TIMEEVERY SEAT_1F_CR18 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00691,18:00:00,0,18:05:07,307,00:05:07,307
