GenerationFileの情報,エージェントID,発生時刻1,発生時刻2,到着時刻1,到着時刻2,移動時間1,移動時間2
TIMEEVERY SEAT_1F_RR14 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00534,18:00:00,0,18:03:02,182,00:03:02,182
TIMEEVERY SEAT_1F_RR05 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00176,18:00:00,0,18:03:03,183,00:03:03,183
TIMEEVERY SEAT_1F_RL17 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00652,18:00:00,0,18:03:03,183,00:03:03,183
TIMEEVERY SEAT_1F_LL04 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00104,18:00:00,0,18:03:03,183,00:03:03,183
TIMEEVERY SEAT_1F_LR06 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00184,18:00:00,0,18:03:04,184,00:03:04,184
TIMEEVERY SEAT_1F_LR14 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00503,18:00:00,0,18:03:04,184,00:03:04,184
TIMEEVERY SEAT_1F_RR19 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00741,18:00:00,0,18:03:04,184,00:03:04,184
TIMEEVERY SEAT_1F_LL16 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00583,18:00:00,0,18:03:05,185,00:03:05,185
TIMEEVERY SEAT_1F_RR09 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00334,18:00:00,0,18:03:05,185,00:03:05,185
TIMEEVERY SEAT_1F_RL15 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00568,18:00:00,0,18:03:05,185,00:03:05,185
TIMEEVERY SEAT_1F_LR06 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00187,18:00:00,0,18:03:06,186,00:03:06,186
TIMEEVERY SEAT_1F_RR16 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00615,18:00:00,0,18:03:06,186,00:03:06,186
TIMEEVERY SEAT_1F_LL19 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00705,18:00:00,0,18:03:06,186,00:03:06,186
TIMEEVERY SEAT_1F_RR16 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00614,18:00:00,0,18:03:07,187,00:03:07,187
TIMEEVERY SEAT_1F_CL15 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00556,18:00:00,0,18:03:07,187,00:03:07,187
TIMEEVERY SEAT_1F_RL15 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00571,18:00:00,0,18:03:07,187,00:03:07,187
TIMEEVERY SEAT_1F_RL16 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00611,18:00:00,0,18:03:08,188,00:03:08,188
TIMEEVERY SEAT_1F_LL02 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00033,18:00:00,0,18:03:08,188,00:03:08,188
TIMEEVERY SEAT_1F_CL14 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00514,18:00:00,0,18:03:08,188,00:03:08,188
TIMEEVERY SEAT_1F_LL12 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00422,18:00:00,0,18:03:09,189,00:03:09,189
TIMEEVERY SEAT_1F_RR04 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00136,18:00:00,0,18:03:09,189,00:03:09,189
TIMEEVERY SEAT_1F_RR18 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00700,18:00:00,0,18:03:09,189,00:03:09,189
TIMEEVERY SEAT_1F_CL07 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00234,18:00:00,0,18:03:10,190,00:03:10,190
TIMEEVERY SEAT_1F_LR16 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00588,18:00:00,0,18:03:10,190,00:03:10,190
TIMEEVERY SEAT_1F_RR14 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00537,18:00:00,0,18:03:10,190,00:03:10,190
TIMEEVERY SEAT_1F_RR06 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00214,18:00:00,0,18:03:11,191,00:03:11,191
TIMEEVERY SEAT_1F_LR15 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00547,18:00:00,0,18:03:11,191,00:03:11,191
TIMEEVERY SEAT_1F_RR18 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00702,18:00:00,0,18:03:11,191,00:03:11,191
TIMEEVERY SEAT_1F_LL05 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00141,18:00:00,0,18:03:12,192,00:03:12,192
TIMEEVERY SEAT_1F_RR13 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00493,18:00:00,0,18:03:12,192,00:03:12,192
TIMEEVERY SEAT_1F_CL09 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00314,18:00:00,0,18:03:12,192,00:03:12,192
TIMEEVERY SEAT_1F_RL17 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00655,18:00:00,0,18:03:13,193,00:03:13,193
TIMEEVERY SEAT_1F_LR16 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00585,18:00:00,0,18:03:13,193,00:03:13,193
TIMEEVERY SEAT_1F_LR06 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00185,18:00:00,0,18:03:14,194,00:03:14,194
TIMEEVERY SEAT_1F_RR08 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00294,18:00:00,0,18:03:14,194,00:03:14,194
TIMEEVERY SEAT_1F_RR10 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00375,18:00:00,0,18:03:14,194,00:03:14,194
TIMEEVERY SEAT_1F_LL13 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00460,18:00:00,0,18:03:15,195,00:03:15,195
TIMEEVERY SEAT_1F_RL17 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00653,18:00:00,0,18:03:15,195,00:03:15,195
TIMEEVERY SEAT_1F_LR15 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00546,18:00:00,0,18:03:15,195,00:03:15,195
TIMEEVERY SEAT_1F_CL07 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00235,18:00:00,0,18:03:16,196,00:03:16,196
TIMEEVERY SEAT_1F_RR19 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00740,18:00:00,0,18:03:16,196,00:03:16,196
TIMEEVERY SEAT_1F_RR14 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00536,18:00:00,0,18:03:16,196,00:03:16,196
TIMEEVERY SEAT_1F_RL17 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00654,18:00:00,0,18:03:17,197,00:03:17,197
TIMEEVERY SEAT_1F_LR08 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00263,18:00:00,0,18:03:17,197,00:03:17,197
TIMEEVERY SEAT_1F_LR14 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00507,18:00:00,0,18:03:17,197,00:03:17,197
TIMEEVERY SEAT_1F_RR07 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00254,18:00:00,0,18:03:18,198,00:03:18,198
TIMEEVERY SEAT_1F_LR17 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00629,18:00:00,0,18:03:18,198,00:03:18,198
TIMEEVERY SEAT_1F_RL15 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00570,18:00:00,0,18:03:18,198,00:03:18,198
TIMEEVERY SEAT_1F_RL18 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00694,18:00:00,0,18:03:19,199,00:03:19,199
TIMEEVERY SEAT_1F_CL08 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00277,18:00:00,0,18:03:19,199,00:03:19,199
TIMEEVERY SEAT_1F_CL14 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00511,18:00:00,0,18:03:19,199,00:03:19,199
TIMEEVERY SEAT_1F_RL16 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00609,18:00:00,0,18:03:20,200,00:03:20,200
TIMEEVERY SEAT_1F_LL11 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00378,18:00:00,0,18:03:20,200,00:03:20,200
TIMEEVERY SEAT_1F_RR10 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00376,18:00:00,0,18:03:20,200,00:03:20,200
TIMEEVERY SEAT_1F_CL15 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00549,18:00:00,0,18:03:21,201,00:03:21,201
TIMEEVERY SEAT_1F_LL09 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00301,18:00:00,0,18:03:21,201,00:03:21,201
TIMEEVERY SEAT_1F_RL15 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00569,18:00:00,0,18:03:21,201,00:03:21,201
TIMEEVERY SEAT_1F_RL18 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00696,18:00:00,0,18:03:22,202,00:03:22,202
TIMEEVERY SEAT_1F_RL16 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00610,18:00:00,0,18:03:22,202,00:03:22,202
TIMEEVERY SEAT_1F_LL16 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00582,18:00:00,0,18:03:22,202,00:03:22,202
TIMEEVERY SEAT_1F_RR13 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00494,18:00:00,0,18:03:23,203,00:03:23,203
TIMEEVERY SEAT_1F_CL10 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00356,18:00:00,0,18:03:23,203,00:03:23,203
TIMEEVERY SEAT_1F_LL09 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00300,18:00:00,0,18:03:23,203,00:03:23,203
TIMEEVERY SEAT_1F_RR06 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00215,18:00:00,0,18:03:24,204,00:03:24,204
TIMEEVERY SEAT_1F_LL13 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00458,18:00:00,0,18:03:24,204,00:03:24,204
TIMEEVERY SEAT_1F_CR16 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00608,18:00:00,0,18:03:24,204,00:03:24,204
TIMEEVERY SEAT_1F_LR05 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00144,18:00:00,0,18:03:25,205,00:03:25,205
TIMEEVERY SEAT_1F_RR13 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00495,18:00:00,0,18:03:25,205,00:03:25,205
TIMEEVERY SEAT_1F_CL14 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00510,18:00:00,0,18:03:25,205,00:03:25,205
TIMEEVERY SEAT_1F_CL07 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00236,18:00:00,0,18:03:26,206,00:03:26,206
TIMEEVERY SEAT_1F_RR21 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00829,18:00:00,0,18:03:26,206,00:03:26,206
TIMEEVERY SEAT_1F_CL13 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00476,18:00:00,0,18:03:27,207,00:03:27,207
TIMEEVERY SEAT_1F_RR03 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00099,18:00:00,0,18:03:27,207,00:03:27,207
TIMEEVERY SEAT_1F_RR19 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00743,18:00:00,0,18:03:27,207,00:03:27,207
TIMEEVERY SEAT_1F_RR16 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00616,18:00:00,0,18:03:28,208,00:03:28,208
TIMEEVERY SEAT_1F_LL16 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00581,18:00:00,0,18:03:28,208,00:03:28,208
TIMEEVERY SEAT_1F_LR09 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00305,18:00:00,0,18:03:28,208,00:03:28,208
TIMEEVERY SEAT_1F_RL07 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00249,18:00:00,0,18:03:29,209,00:03:29,209
TIMEEVERY SEAT_1F_RL18 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00697,18:00:00,0,18:03:29,209,00:03:29,209
TIMEEVERY SEAT_1F_LR14 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00506,18:00:00,0,18:03:29,209,00:03:29,209
TIMEEVERY SEAT_1F_RL18 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00693,18:00:00,0,18:03:30,210,00:03:30,210
TIMEEVERY SEAT_1F_CL08 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00274,18:00:00,0,18:03:30,210,00:03:30,210
TIMEEVERY SEAT_1F_LR14 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00504,18:00:00,0,18:03:30,210,00:03:30,210
TIMEEVERY SEAT_1F_RR20 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00785,18:00:00,0,18:03:31,211,00:03:31,211
TIMEEVERY SEAT_1F_LL10 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00338,18:00:00,0,18:03:31,211,00:03:31,211
TIMEEVERY SEAT_1F_RL15 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00572,18:00:00,0,18:03:31,211,00:03:31,211
TIMEEVERY SEAT_1F_LR17 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00627,18:00:00,0,18:03:32,212,00:03:32,212
TIMEEVERY SEAT_1F_CR16 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00604,18:00:00,0,18:03:32,212,00:03:32,212
TIMEEVERY SEAT_1F_CL10 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00355,18:00:00,0,18:03:32,212,00:03:32,212
TIMEEVERY SEAT_1F_LR13 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00467,18:00:00,0,18:03:33,213,00:03:33,213
TIMEEVERY SEAT_1F_RR07 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00256,18:00:00,0,18:03:33,213,00:03:33,213
TIMEEVERY SEAT_1F_CR14 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00526,18:00:00,0,18:03:33,213,00:03:33,213
TIMEEVERY SEAT_1F_CL07 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00237,18:00:00,0,18:03:34,214,00:03:34,214
TIMEEVERY SEAT_1F_RR16 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00617,18:00:00,0,18:03:34,214,00:03:34,214
TIMEEVERY SEAT_1F_LL10 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00342,18:00:00,0,18:03:34,214,00:03:34,214
TIMEEVERY SEAT_1F_RR05 18:00:00 18:00:00 1 1 4 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00177,18:00:00,0,18:03:35,215,00:03:35,215
TIMEEVERY SEAT_1F_CR17 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00648,18:00:00,0,18:03:35,215,00:03:35,215
TIMEEVERY SEAT_1F_LL16 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00579,18:00:00,0,18:03:35,215,00:03:35,215
TIMEEVERY SEAT_1F_CL11 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00397,18:00:00,0,18:03:36,216,00:03:36,216
TIMEEVERY SEAT_1F_RR19 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00744,18:00:00,0,18:03:36,216,00:03:36,216
TIMEEVERY SEAT_1F_CL06 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00192,18:00:00,0,18:03:37,217,00:03:37,217
TIMEEVERY SEAT_1F_RL13 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00492,18:00:00,0,18:03:37,217,00:03:37,217
TIMEEVERY SEAT_1F_CL15 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00557,18:00:00,0,18:03:37,217,00:03:37,217
TIMEEVERY SEAT_1F_RR09 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00336,18:00:00,0,18:03:37,217,00:03:37,217
TIMEEVERY SEAT_1F_CL13 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00472,18:00:00,0,18:03:38,218,00:03:38,218
TIMEEVERY SEAT_1F_RR16 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00618,18:00:00,0,18:03:38,218,00:03:38,218
TIMEEVERY SEAT_1F_CL06 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00190,18:00:00,0,18:03:39,219,00:03:39,219
TIMEEVERY SEAT_1F_LL18 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00666,18:00:00,0,18:03:39,219,00:03:39,219
TIMEEVERY SEAT_1F_RR19 18:00:00 18:00:00 1 1 6 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00745,18:00:00,0,18:03:39,219,00:03:39,219
TIMEEVERY SEAT_1F_CL07 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00228,18:00:00,0,18:03:40,220,00:03:40,220
TIMEEVERY SEAT_1F_RR07 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00255,18:00:00,0,18:03:40,220,00:03:40,220
TIMEEVERY SEAT_1F_CR15 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00564,18:00:00,0,18:03:40,220,00:03:40,220
TIMEEVERY SEAT_1F_CL13 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00470,18:00:00,0,18:03:41,221,00:03:41,221
TIMEEVERY SEAT_1F_RL18 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00695,18:00:00,0,18:03:41,221,00:03:41,221
TIMEEVERY SEAT_1F_LR14 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00505,18:00:00,0,18:03:41,221,00:03:41,221
TIMEEVERY SEAT_1F_RL13 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00491,18:00:00,0,18:03:42,222,00:03:42,222
TIMEEVERY SEAT_1F_CR18 18:00:00 18:00:00 1 1 10 PLAIN EXIT DOOR_1F_5 ROOT_2F_R01 ROOT_2F_R02,ag00689,18:00:00,0,18:03:42,222,00:03:42,222
TIMEEVERY SEAT_1F_LL10 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00340,18:00:00,0,18:03:42,222,00:03:42,222
TIMEEVERY SEAT_1F_RL06 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_6 ROOT_2F_R06 ROOT_2F_R01 ROOT_2F_R02,ag00211,18:00:00,0,18:03:43,223,00:03:43,223
TIMEEVERY SEAT_1F_LR17 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_2 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00626,18:00:00,0,18:03:43,223,00:03:43,223
TIMEEVERY SEAT_1F_LR09 18:00:00 18:00:00 1 1 5 PLAIN EXIT DOOR_1F_1 ROOT_2F_L06 ROOT_2F_L01 ROOT_2F_L02,ag00303,18:00:00,0,18:03:43,223,00:03:43,223
